Go back to description page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAZONE,INTERMEDIATE GEOGRAPHY CODE,INTERMEDIATE GEOGRAPHY NAME,MULTI-MEMBER WARD CODE,MULTI-MEMBER WARD NAME,SCOTTISH PARLIAMENTARY CONSTITUENCY CODE,SCOTTISH PARLIAMENTARY CONSTITUENCY NAME,LOCAL AUTHORITY CODE,LOCAL AUTHORITY NAME,COMMUNITY HEALTH PARTNERSHIP CODE,COMMUNITY HEALTH PARTNERSHIP NAME,HEALTH BOARD CODE,HEALTH BOARD NAME,SIX-FOLD URBAN RURAL CLASSIFICATION 2008 CODE,SIX-FOLD URBAN RURAL CLASSIFICATION 2008,"OVERALL 
SIMD
RANK 2009 V2","VIGINTILE
(SIMD 2009 V2)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2009 V2)","INCOME 
DOMAIN 
RANK 2009 V2","EMPLOYMENT 
DOMAIN
RANK 2009","HEALTH
DOMAIN
RANK 2009","EDUCATION
DOMAIN
RANK 2009","HOUSING
DOMAIN
RANK 2009","GEOGRAPHIC ACCESS
DOMAIN
RANK 2009","CRIME
DOMAIN
RANK 2009",TOTAL POPULATION (SAPE 2007),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2007)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","OVERALL 
SIMD
RANK 2006","VIGINTILE
(SIMD 2006)",DATAZONE IN THE 15% MOST DEPRIVED? (SIMD 2006),"CURRENT INCOME 
DOMAIN 
RANK 2006","EMPLOYMENT 
DOMAIN
RANK 2006","HEALTH
DOMAIN
RANK 2006","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2006","HOUSING
DOMAIN
RANK 2006","GEOGRAPHIC ACCESS TO SERVICES
DOMAIN
RANK 2006","CRIME
DOMAIN
RANK 2006",TOTAL POPULATION (SAPE 2004),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2004)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","OVERALL 
SIMD
RANK 2004","VIGINTILE
(SIMD 2004)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2004)","CURRENT INCOME 
DOMAIN 
RANK 2004","EMPLOYMENT 
DOMAIN
RANK 2004","HEALTH
DOMAIN
RANK 2004","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2004","HOUSING
DOMAIN
RANK 2004","GEOGRAPHIC ACCESS AND TELECOMMUNICATIONS
DOMAIN
RANK 2004",TOTAL POPULATION (CENSUS 2001),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(CENSUS 2001)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)"
S01004517,S02000866,North Ayrshire - Largs Central and Cumbrae,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,1425,5,No,1282,1155,2047,2749,673,2461,1263,814,500,200,24.0,100,19.0,1773,6,No,1288,1345,2470,3514,673,6114,1395,785,483,176,22.4,97,20.1,1911,6,No,1643,1811,1802,2798,673,6189,772,471,160,20.7,86,18.3
S01004518,S02000866,North Ayrshire - Largs Central and Cumbrae,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,3994,13,No,3659,4287,3747,4161,4770,1030,6122,631,392,70,11.0,25,7.0,3830,12,No,3358,3522,3643,3567,4770,2826,4803,671,401,73,10.9,40,10.0,3803,12,No,3406,3273,3109,4231,4770,3513,691,426,76,11,49,11.5
S01004519,S02000866,North Ayrshire - Largs Central and Cumbrae,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,1940,6,No,1871,2390,1983,2446,1881,1268,1673,892,510,175,20.0,65,13.0,2260,7,No,2066,2225,1775,2916,1881,3758,2296,861,485,146,17.0,73,15.1,2144,7,No,1748.5,2249,1303,3505,1881,4808,886,510,177,20,81,15.9
S01004520,S02000869,North Ayrshire - Largs North,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,4118,13,No,3556,3937,4673,4784,5333,1540,3427,835,434,95,11.0,35,8.0,4448,14,No,3813.5,3610.5,4710,4702,5333,4249,2671,864,472,78,9.0,46,9.7,4636,15,No,4557,3404,3502,5530,5333,4253,831,443,55,6.6,49,11.1
S01004521,S02000869,North Ayrshire - Largs North,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,5124,16,No,5202,5342,4911,5886,5537,827,6124,779,449,45,5.0,20,5.0,5264,17,No,5090,4750.5,5329,5465,5537,1751,6237,750,427,36,4.8,28,6.6,5505,17,No,5353,5143.5,4941,5581,5537,2226,787,451,31,3.9,27,6
S01004522,S02000869,North Ayrshire - Largs North,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,5479,17,No,5846,5089,5921,6031,5686,1049,5898,826,458,30,4.0,25,5.0,5860,19,No,6179.5,5303,5701,6085,5686,1470,6203,694,381,14,2.0,20,5.2,5420,17,No,5250,5416,4558,5950,5686,1712,608,340,26,4.3,18,5.3
S01004523,S02000869,North Ayrshire - Largs North,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,5869,19,No,5798,6326,5320,6182,6187,1227,6244,814,389,30,4.0,5,2.0,5952,19,No,5681,6308,5742,5686,6187,1426,5943,834,426,27,3.2,11,2.6,5375,17,No,5256,5506,5609,6152,6187,947,869,415,37,4.3,21,5.1
S01004524,S02000869,North Ayrshire - Largs North,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,2,Other Urban Areas,5301,17,No,5817,5658,5809,5595,5940,655,4971,610,340,20,4.0,10,4.0,5497,17,No,5430.5,6006,5907,5738,5940,786,6135,612,338,24,3.9,12,3.6,5251,17,No,5930,5287,4823,5451,5940,887,626,339,15,2.4,19,5.6
S01004525,S02000867,North Ayrshire - Skelmorlie and Rural,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,3,Accessible Small Towns,5049,16,No,5021,5972,5061,5857,5569,517,5834,876,481,55,6.0,15,3.0,5338,17,No,5581.5,5955.5,4737,5764,5569,845,5389,803,459,28,3.5,17,3.7,5049,16,No,5208.5,5022.5,4529,6277,5569,974,753,447,33,4.4,28,6.3
S01004526,S02000867,North Ayrshire - Skelmorlie and Rural,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,3,Accessible Small Towns,5166,16,No,5849,4439,5169,6207,6143,938,5952,629,367,25,3.0,25,7.0,5068,16,No,4994,4475,4718,6095,6143,1652,5231,706,429,36,5.1,31,7.2,5629,18,No,4869,5476,3681,6370,6143,3664,726,468,40,5.5,24,5.1
S01004527,S02000867,North Ayrshire - Skelmorlie and Rural,2208,North Ayrshire - North Coast and Cumbraes,16,Cunninghame North,310,North Ayrshire,S03000002,North Ayrshire Community Health Partnership,S08000001,Ayrshire & Arran,3,Accessible Small Towns,2507,8,No,2158,2487,2781,3341,4041,1076,5549,588,342,110,18.0,45,13.0,2696,9,No,1881,2550,2490,4558,4041,2356,5019,574,332,104,18.1,45,13.6,2796,9,No,2509,2413.5,2186,3110,4041,4633,558,332,85,15.2,50,15.1
S01004528,S02000870,North Lanarkshire - Overtown,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,3,Accessible Small Towns,1317,5,No,1502,1097,885,2150,1682,3410,1354,726,438,165,22.0,90,20.0,1574,5,No,1967,1119,1526,1544,1682,3200,3877,758,477,133,17.5,104,21.8,1348,5,No,1689,857,2609,1242,1682,2784,791,508,162,20.5,129,25.4
S01004529,S02000870,North Lanarkshire - Overtown,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,3,Accessible Small Towns,3363,11,No,3501,2936,2804,3330,4142,3137,3012,819,495,95,12.0,55,11.0,3554,11,No,3658,3008,3329,3772,4142,2042,4174,835,510,80,9.6,60,11.8,2922,9,No,3220,2397,3145,2572,4142,2367,881,562,104,11.8,85,15.1
S01004530,S02000870,North Lanarkshire - Overtown,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,3,Accessible Small Towns,5982,19,No,5502,5176,5308,5522,5841,4293,6061,573,413,30,5.0,20,5.0,6193,20,No,6124,5690.5,5882,5692,5841,2709,5776,595,410,13,2.2,18,4.4,5762,18,No,6063,5487.5,4822,4469,5841,2631,602,372,12,2,19,5.1
S01004531,S02000870,North Lanarkshire - Overtown,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2513,8,No,3147,2494,1451,3455,3659,1724,1772,965,614,130,13.0,75,13.0,1957,7,No,1984,1886,1340,3428,3659,2037,2157,758,475,132,17.4,80,16.8,2244,7,No,2648,1961.5,1741,3338,3659,1420,737,450,107,14.5,78,17.3
S01004532,S02000870,North Lanarkshire - Overtown,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,3,Accessible Small Towns,200,1,Yes,270,243,361,266,2685.5,2077,170,590,380,230,39.0,115,30.0,246,1,Yes,334,335,333,137,2685.5,1936,593,615,401,222,36.1,122,30.4,329,2,Yes,342.5,256,563,597,2685.5,1646,649,425,253,39,144,33.9
S01004533,S02000870,North Lanarkshire - Overtown,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,3,Accessible Small Towns,14,1,Yes,56,10,147,25,1618,2271,57,350,212,175,50.0,100,46.0,6,1,Yes,49,11,40,25,1618,1932,62,451,305,228,50.6,151,49.5,33,1,Yes,60,6,53,228,1618,2017,607,421,331,54.5,224,53.2
S01004534,S02000871,North Lanarkshire - Pather,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1329,5,No,1521,2162,1059,443,1910,3053,1721,664,413,150,22.0,60,14.0,1274,4,No,1511,1538.5,1121,718,1910,2323,2489,685,416,141,20.6,78,18.8,1132,4,No,1394,1086,1872,769,1910,1647,702,416,161,22.9,97,23.3
S01004535,S02000874,North Lanarkshire - Netherton and Kirkhill,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3398,11,No,3530,3129,2748,3553,4354.5,1718,5928,732,451,85,11.0,50,10.0,3334,11,No,3901,2764,2730,4118,4354.5,1480,4300,763,487,67,8.8,62,12.7,2724,9,No,3602,1859,2070,4359,4354.5,1641,714,440,73,10.2,79,18
S01004536,S02000871,North Lanarkshire - Pather,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,888,3,Yes,1159,773,1663,273,1426,4110,1968,685,420,180,26.0,95,22.0,1079,4,No,1126,1091,1414,579,1426,3333,2913,732,446,176,24.0,98,22.0,886,3,Yes,894,1171.5,909,746,1426,2449,742,450,211,28.4,102,22.7
S01004537,S02000871,North Lanarkshire - Pather,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1001,4,No,1007,934,1485,907,1370,4606,637,729,431,195,27.0,90,21.0,1220,4,No,1165,992,1116,1361,1370,4881,2808,772,464,182,23.6,106,22.8,854,3,Yes,1030,619,1357,654,1370,5456,846,521,225,26.6,145,27.8
S01004538,S02000873,North Lanarkshire - Wishaw South,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1666,6,No,1428,1423,1767,2172,5138,3297,2440,753,461,175,23.0,80,18.0,1679,6,No,1774,1736,1665,1214,5138,2648,2732,772,470,145,18.8,83,17.7,1709,6,No,1570,1375,2489,1971,5138,2219,801,454,171,21.3,96,21.1
S01004539,S02000872,North Lanarkshire - Wishaw East,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,836,3,Yes,1064,760,910,789,2568,1910,1679,730,417,195,27.0,90,23.0,1017,4,No,1421,1047,837,637,2568,2217,2146,767,426,163,21.3,95,22.3,794,3,Yes,996,900,767,844,2568,1332,763,453,206,27,113,24.9
S01004540,S02000873,North Lanarkshire - Wishaw South,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3286,11,No,2700,3697,1904,3841,3555.5,4723,2251,1243,709,190,15.0,60,8.0,2917,9,No,2324,3179,1769,3331,3555.5,4128,3781,1218,691,188,15.4,77,11.1,1948,6,No,1255,2154,1638,2824,3555.5,4618,869,470,210,24.2,77,16.4
S01004541,S02000874,North Lanarkshire - Netherton and Kirkhill,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1508,5,No,1641,1198,1411,2227,3014,1799,3321,778,444,170,21.0,85,19.0,1706,6,No,2049,1867,1257,2659,3014,1235,1261,773,448,132,17.1,76,17.0,1573,5,No,1971.5,1286,1522,1833,3014,1870,768,469,141,18.4,102,21.7
S01004542,S02000874,North Lanarkshire - Netherton and Kirkhill,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5010,16,No,5164,4920,3699,3451,4320,4038,4331,852,577,50,6.0,35,5.0,4595,15,No,5567,4943,2974,2857,4320,2928,3226,792,546,28,3.5,33,6.0,3666,12,No,4701,3827.5,1845,2429,4320,2851,589,405,36,6.1,39,9.6
S01004543,S02000874,North Lanarkshire - Netherton and Kirkhill,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2177,7,No,2287,1869,2094,2660,3766.5,2850,1649,773,448,135,17.0,65,15.0,2143,7,No,2199,1898.5,2013,2740,3766.5,1824,3625,774,435,125,16.1,73,16.8,2375,8,No,2470,2208,1430,2733,3766.5,3588,773,422,120,15.5,68,16.1
S01004544,S02000871,North Lanarkshire - Pather,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1939,6,No,2354,2136,942,2335,1763,4621,730,1538,961,265,17.0,130,14.0,1107,4,No,1307,1044,614,2016,1763,4630,356,1129,681,251,22.2,152,22.3,1111,4,No,954,888,874,2854,1763,3684,997,594,275,27.6,149,25.1
S01004545,S02000873,North Lanarkshire - Wishaw South,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1122,4,No,1384,749,1027,2326,1976,5992,118,710,466,165,23.0,105,23.0,1320,5,No,1579,1072,1007,2595,1976,6055,114,716,439,144,20.1,97,22.1,1539,5,No,1590,1117,1403,1933,1976,5778,748,455,158,21.1,105,23.1
S01004546,S02000873,North Lanarkshire - Wishaw South,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,853,3,Yes,720,991,881,704,1952,3281,3137,859,533,265,31.0,110,21.0,1081,4,No,1015.5,1402,748,750,1952,3795,2650,886,550,222,25.1,108,19.6,795,3,Yes,872.5,782,881,678,1952,4007,966,567,276,28.6,148,26.1
S01004547,S02000874,North Lanarkshire - Netherton and Kirkhill,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1237,4,No,1686,843,663,1719,2876,3693,2801,886,568,185,21.0,125,22.0,1176,4,No,1241,921,835,2576,2876,2515,1535,877,556,200,22.8,130,23.4,1321,5,No,1066,1336,1155,1573,2876,4589,860,513,225,26.2,110,21.4
S01004548,S02000873,North Lanarkshire - Wishaw South,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1033,4,No,1160,885,777,1564,2566,5415,398,778,460,200,26.0,100,22.0,1133,4,No,1137,906,667,2524,2566,5112,779,780,454,186,23.8,107,23.6,1065,4,No,960,708,756,2614,2566,5947,785,440,216,27.5,118,26.8
S01004549,S02000874,North Lanarkshire - Netherton and Kirkhill,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2371,8,No,2768,2001,1949,1858,2465,3543,3839,1168,695,175,15.0,105,15.0,1483,5,No,1600,1391,1633,1304,2465,2380,2479,829,467,166,20.0,92,19.7,1156,4,No,1228,843,1447,1354,2465,3822,845,490,206,24.4,125,25.5
S01004550,S02000874,North Lanarkshire - Netherton and Kirkhill,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,521,2,Yes,488,466,1292,477,2071,4439,339,712,439,240,34.0,115,26.0,433,2,Yes,345,327,944,712,2071,3068,1100,714,419,255,35.7,128,30.5,619,2,Yes,451,457,1134,1066,2071,4971,702,402,254,36.2,121,30.1
S01004551,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2865,9,No,3137,2862,3329,2313,3331,1723,2295,1091,652,145,13.0,70,11.0,2762,9,No,2899,2552,3218,2140,3331,1914,4417,981,620,125,12.7,84,13.5,2853,9,No,3623.5,2308,2893,2304,3331,2251,944,586,96,10.2,91,15.5
S01004552,S02000878,North Lanarkshire - Craigneuk Wishaw,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,196,1,Yes,362,283,207,43,1658,5530,239,707,448,260,37.0,125,29.0,199,1,Yes,245,157,222,300,1658,4037,1079,644,398,249,38.7,142,35.7,302,1,Yes,269,267,376,424,1658,5128,733,440,305,41.6,148,33.6
S01004553,S02000877,North Lanarkshire - Wishaw North,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2910,9,No,3187,2770,2097,2449,2732,4972,1632,581,392,75,13.0,45,12.0,2376,8,No,2977,2365,1333,1733,2732,5051,2032,558,369,69,12.4,53,14.4,2082,7,No,2226.5,1712,1108,3248,2732,4742,535,356,90,16.8,67,18.8
S01004554,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3077,10,No,2427,2625,4325,2891,4992,3381,3330,659,392,110,17.0,50,12.0,3358,11,No,2812,3371,3088,3849,4992,2678,2798,677,420,89,13.1,44,10.5,3915,13,No,3614.5,3766,2966,4622,4992,2232,637,387,65,10.2,38,9.8
S01004555,S02000877,North Lanarkshire - Wishaw North,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3075,10,No,3360,2389,2316,3108,2928,6112,1801,711,420,85,12.0,50,13.0,3089,10,No,3044,2997,2309,2405,2928,6014,2058,743,441,90,12.1,52,11.8,3222,10,No,3512,2817.5,2026,2900,2928,5151,745,450,79,10.6,60,13.3
S01004556,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,793,3,Yes,750,669,849,1161,2384,3681,1251,691,419,210,30.0,100,23.0,1098,4,No,954,1064.5,925,1970,2384,2487,1785,653,383,168,25.7,85,22.2,1223,4,No,988,1498,1352,1662,2384,1758,674,393,183,27.2,80,20.4
S01004557,S02000872,North Lanarkshire - Wishaw East,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,4624,15,No,4103,4499,3049,4541,3902,3692,5439,472,314,40,9.0,20,6.0,4882,16,No,4329,4980,3693,4491,3902,3189,5548,483,319,35,7.2,19,6.0,4137,13,No,4165,4716,3112,2930,3902,2544,501,325,40,8,23,7.1
S01004558,S02000877,North Lanarkshire - Wishaw North,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1343,5,No,1398,762,1712,2330,3101,4262,1319,890,534,205,23.0,120,22.0,1519,5,No,1477,1276,1337,2075,3101,4326,1358,933,573,194,20.8,118,20.6,1599,5,No,1848,1015.5,1648,1865,3101,4569,959,588,185,19.3,140,23.8
S01004559,S02000877,North Lanarkshire - Wishaw North,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3257,11,No,2991,2736,2678,2771,4783,5920,3345,960,482,135,14.0,55,12.0,3114,10,No,3185,2452,2866,2895,4783,5643,1677,1007,502,117,11.6,70,13.9,2996,10,No,3208,1737,2745,3499,4783,5718,1021,514,121,11.9,96,18.7
S01004560,S02000878,North Lanarkshire - Craigneuk Wishaw,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,386,2,Yes,300,830,407,96,1468,5255,779,654,388,255,39.0,85,22.0,436,2,Yes,482,797.5,377,117,1468,3777,1266,636,387,207,32.5,95,24.5,395,2,Yes,230,874,801,95,1468,4167,626,373,269,43,94,25.2
S01004561,S02000878,North Lanarkshire - Craigneuk Wishaw,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,295,1,Yes,396,507,290,79,929.5,3803,556,979,584,355,36.0,150,25.0,446,2,Yes,357,635,394,420,929.5,3695,1753,1016,585,360,35.4,153,26.2,413,2,Yes,500,388,612,418,929.5,2886,1044,602,364,34.9,188,31.2
S01004562,S02000872,North Lanarkshire - Wishaw East,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1855,6,No,2199,1108,1926,2825,2292.5,3821,2144,522,341,95,18.0,65,20.0,1821,6,No,2396.5,1408,1306,2195,2292.5,4403,1494,530,337,80,15.1,66,19.6,2370,8,No,3005,2023,1816,2644,2292.5,2389,520,330,66,12.7,56,17
S01004563,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,4662,15,No,4279,3986,3895,4300,4239,3748,5580,784,428,70,9.0,35,8.0,4276,14,No,4233,3225,4007,3799,4239,3981,4977,783,418,59,7.5,46,11.0,4036,13,No,4619,2854,3979,4380,4239,2532,809,433,52,6.4,57,13.2
S01004564,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5190,16,No,5030,3795,4925,5740,6264,5190,2545,542,329,30,6.0,25,8.0,5302,17,No,5755,4021,4924,5756,6264,5275,1286,559,331,17,3.0,28,8.5,5391,17,No,5608,4117.5,3746,5331,6264,4928,567,346,18,3.2,30,8.7
S01004565,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5925,19,No,6164,5434,5245,6046,6130,1988,6277,872,607,20,3.0,25,4.0,6019,19,No,6358,5378,5589,5949,6130,1850,6110,878,611,13,1.5,31,5.1,5060,16,No,5698.5,4396,4740,5246,6130,1351,707,482,21,3,38,7.9
